Unnamed: 0,Action,Phase,DateCreated,UserId,ActionEnd,Duration,sessionId,ActionShort,REG_TYPE,LA,SELF0_PEER1
4603,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,16,542,RWER3,SSRL,1,P
4604,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,17,542,RWER3,SSRL,1,P
4605,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,13,542,RWER3,SSRL,1,P
4606,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,7,542,RWER3,SSRL,1,P
4607,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,42,542,RWER3,SSRL,1,P
4608,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,27,542,RWER1,SSRL,0,P
4609,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,15,542,RWER1,SSRL,0,P
4610,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,19,542,RWER1,SSRL,0,P
4611,Visit Provide feedback page,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,15,542,RWER8,Co-RL,0,P
4612,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,80,542,RWER10,SSRL,1,P
4613,Visit Provide feedback page,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,74,542,RWER8,Co-RL,0,P
4614,Visit Provide feedback page,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,59,542,RWER8,Co-RL,0,P
4615,Visit Provide feedback page,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 14:23:06,56455,542,RWER8,Co-RL,0,P
4616,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 14:48:42,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 19:53:24,304,543,RWER8,Co-RL,0,P
4617,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 19:57:30,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 20:15:42,18,543,RWER1,SSRL,0,P
4618,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 20:15:42,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 21:04:12,48,543,RWER3,SSRL,1,P
4619,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 21:04:12,dba8c88a-86ef-4d79-b720-afa70f45c49a,,198,543,RWER4,SSRL,0,P
4620,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,30,543,RWER1,SSRL,0,P
4621,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,54,543,RWER3,SSRL,1,P
4622,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,0,543,RWER3,SSRL,1,P
4623,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,25,543,RWER4,SSRL,0,P
4624,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,124,543,RWER3,SSRL,1,P
4625,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,12,543,RWER1,SSRL,0,P
4626,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,4,543,RWER3,SSRL,1,P
4627,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,106,543,RWER4,SSRL,0,P
4628,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,199,543,RWER5,SSRL,0,P
4629,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,71,543,RWER7,SSRL,0,P
4630,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,47,543,RWER1,SSRL,0,P
4631,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,19,543,RWER1,SSRL,0,P
4632,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,22,543,RWER3,SSRL,1,P
4633,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,361,543,RWER4,SSRL,0,P
4634,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,18,543,RWER5,SSRL,0,P
4635,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,22,543,RWER1,SSRL,0,P
4636,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,6,543,RWER3,SSRL,1,P
4637,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,161,543,RWER4,SSRL,0,P
4638,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,21,543,RWER1,SSRL,0,P
4639,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,6,543,RWER3,SSRL,1,P
4640,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,49,543,RWER4,SSRL,0,P
4641,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,38,543,RWER1,SSRL,0,P
4642,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,0,543,RWER4,SSRL,0,P
4643,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,2,543,RWER3,SSRL,1,P
4644,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,35,543,RWER1,SSRL,0,P
4645,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,11,543,RWER3,SSRL,1,P
4646,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,105,543,RWER4,SSRL,0,P
4647,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,27,543,RWER5,SSRL,0,P
4648,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,59,543,RWER1,SSRL,0,P
4649,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,60,543,RWER1,SSRL,0,P
4650,Make peer assessment,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,10,543,RWER2,SSRL,0,P
4651,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,10,543,RWER1,SSRL,0,P
4652,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,294,543,RWER3,SSRL,1,P
4653,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 03:57:12,347,543,RWER4,SSRL,0,P
4654,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,2025-08-11 03:57:12,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 04:09:54,12,543,RWER5,SSRL,0,P
4655,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 04:09:54,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 04:43:48,33,543,RWER1,SSRL,0,P
4656,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 04:43:48,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 05:01:00,17,543,RWER3,SSRL,1,P
4657,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 05:01:00,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 05:16:00,15,543,RWER4,SSRL,0,P
4658,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 05:16:00,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 06:04:12,48,543,RWER1,SSRL,0,P
4659,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 06:04:12,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 06:38:54,34,543,RWER3,SSRL,1,P
4660,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 06:38:54,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 07:02:36,23,543,RWER1,SSRL,0,P
4661,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 07:02:36,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 07:11:36,9,543,RWER3,SSRL,1,P
4662,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 07:11:36,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 07:21:42,10,543,RWER4,SSRL,0,P
4663,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 07:21:42,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 08:13:48,52,543,RWER4,SSRL,0,P
4664,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,2025-08-11 08:13:48,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 08:27:18,13,543,RWER5,SSRL,0,P
4665,Make peer assessment,PHASE #1 ALIGN,2025-08-11 08:27:18,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 08:39:00,11,543,RWER2,SSRL,0,P
4666,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 08:39:00,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 09:21:36,42,543,RWER1,SSRL,0,P
4667,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 09:21:36,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 10:06:30,44,543,RWER3,SSRL,1,P
4668,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 10:06:30,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 12:31:36,145,543,RWER3,SSRL,1,P
4669,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 12:31:36,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 12:54:18,22,543,RWER1,SSRL,0,P
4670,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 12:54:18,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 13:03:54,9,543,RWER3,SSRL,1,P
4671,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 13:03:54,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 13:11:18,7,543,RWER3,SSRL,1,P
4672,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 13:11:18,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 13:27:00,15,543,RWER4,SSRL,0,P
4673,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 13:27:00,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 13:40:24,13,543,RWER1,SSRL,0,P
4674,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 13:40:24,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 14:04:12,23,543,RWER3,SSRL,1,P
4675,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 14:04:12,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 14:22:12,17,543,RWER1,SSRL,0,P
4676,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 14:22:12,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 14:26:42,4,543,RWER3,SSRL,1,P
4677,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 14:26:42,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 14:38:30,11,543,RWER4,SSRL,0,P
4678,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 14:38:30,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 15:48:42,70,543,RWER4,SSRL,0,P
4679,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 15:48:42,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 17:57:42,129,543,RWER4,SSRL,0,P
4680,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,2025-08-11 17:57:42,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 18:18:42,21,543,RWER5,SSRL,0,P
4681,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 18:18:42,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 18:50:00,31,543,RWER1,SSRL,0,P
4682,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 18:50:00,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 19:52:12,62,543,RWER3,SSRL,1,P
4683,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 19:52:12,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 21:48:24,116,543,RWER1,SSRL,0,P
4684,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 21:48:24,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 22:34:36,46,543,RWER3,SSRL,1,P
4685,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 22:34:36,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 23:18:24,43,543,RWER1,SSRL,0,P
4686,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 23:18:24,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 23:23:12,4,543,RWER3,SSRL,1,P
4687,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 23:23:12,dba8c88a-86ef-4d79-b720-afa70f45c49a,,58,543,RWER4,SSRL,0,P
4688,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,11,543,RWER5,SSRL,0,P
4689,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,11,543,RWER1,SSRL,0,P
4690,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,89,543,RWER3,SSRL,1,P
4691,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,23,543,RWER4,SSRL,0,P
4692,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,15,543,RWER1,SSRL,0,P
4693,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,6,543,RWER3,SSRL,1,P
4694,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,33,543,RWER4,SSRL,0,P
4695,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,225,543,RWER4,SSRL,0,P
4696,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,45,543,RWER5,SSRL,0,P
4697,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,24,543,RWER1,SSRL,0,P
4698,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,4,543,RWER3,SSRL,1,P
4699,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,42,543,RWER3,SSRL,1,P
4700,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,139,543,RWER4,SSRL,0,P
4701,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,11,543,RWER5,SSRL,0,P
4702,Make peer assessment,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,9,543,RWER2,SSRL,0,P
4703,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,60,543,RWER1,SSRL,0,P
4704,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,79,543,RWER3,SSRL,1,P
4705,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,15,543,RWER3,SSRL,1,P
4706,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,201,543,RWER4,SSRL,0,P
4707,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,15,543,RWER5,SSRL,0,P
4708,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,14,543,RWER1,SSRL,0,P
4709,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,27,543,RWER3,SSRL,1,P
4710,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,6,543,RWER3,SSRL,1,P
4711,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,19,543,RWER4,SSRL,0,P
4712,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,13,543,RWER5,SSRL,0,P
4713,Make peer assessment,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,11,543,RWER2,SSRL,0,P
4714,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,23,543,RWER4,SSRL,0,P
4715,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,23,543,RWER1,SSRL,0,P
4716,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,19,543,RWER3,SSRL,1,P
4717,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,11,543,RWER4,SSRL,0,P
4718,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,38,543,RWER1,SSRL,0,P
4719,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,6,543,RWER3,SSRL,1,P
4720,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,17,543,RWER4,SSRL,0,P
4721,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,40,543,RWER4,SSRL,0,P
4722,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,15,543,RWER4,SSRL,0,P
4723,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,40,543,RWER1,SSRL,0,P
4724,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,3,543,RWER3,SSRL,1,P
4725,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,196,543,RWER4,SSRL,0,P
4726,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,16,543,RWER5,SSRL,0,P
4727,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,21,543,RWER1,SSRL,0,P
4728,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,24,543,RWER3,SSRL,1,P
4729,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,15,543,RWER1,SSRL,0,P
4730,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,21,543,RWER3,SSRL,1,P
4731,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,26,543,RWER3,SSRL,1,P
4732,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,24,543,RWER1,SSRL,0,P
4733,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,3,543,RWER3,SSRL,1,P
4734,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,183,543,RWER4,SSRL,0,P
4735,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,20,543,RWER5,SSRL,0,P
4736,Make peer assessment,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,12,543,RWER2,SSRL,0,P
4737,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,20,543,RWER1,SSRL,0,P
4738,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,7,543,RWER3,SSRL,1,P
4739,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,36,543,RWER4,SSRL,0,P
4740,Visit Assess peer work page,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,46,543,RWER1,SSRL,0,P
4741,Compare scores for peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,10,543,RWER3,SSRL,1,P
4742,View assessment discussion on peers' work,PHASE #1 ALIGN,,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 05:27:12,376,543,RWER4,SSRL,0,P
4743,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 05:27:12,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 05:50:48,23,543,RWER1,SSRL,0,P
4744,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 05:50:48,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 05:56:36,5,543,RWER3,SSRL,1,P
4745,View assessment discussion on peers' work,PHASE #1 ALIGN,2025-08-11 05:56:36,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 07:55:30,118,543,RWER4,SSRL,0,P
4746,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,2025-08-11 07:55:30,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 08:05:36,10,543,RWER5,SSRL,0,P
4747,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 08:05:36,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 08:36:48,31,543,RWER1,SSRL,0,P
4748,Make peer assessment,PHASE #1 ALIGN,2025-08-11 08:36:48,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 08:46:00,9,543,RWER2,SSRL,0,P
4749,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 08:46:00,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 09:07:30,21,543,RWER1,SSRL,0,P
4750,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 09:07:30,dba8c88a-86ef-4d79-b720-afa70f45c49a,,12863,543,RWER1,SSRL,0,P
4751,Visit Provide feedback page,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,187,544,RWER8,Co-RL,0,P
4752,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,473,544,RWER10,SSRL,1,P
4753,Visit Guide peer page,PHASE #3 ACT,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,3,544,RWER15,Co-RL,1,P
4754,Visit Provide feedback page,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,10,544,RWER8,Co-RL,0,P
4755,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,39,544,RWER10,SSRL,1,P
4756,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,2,544,RWER11,SSRL,0,P
4757,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,13,544,RWER11,SSRL,0,P
4758,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,1,544,RWER11,SSRL,0,P
4759,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,18,544,RWER11,SSRL,0,P
4760,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,1,544,RWER11,SSRL,0,P
4761,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,1,544,RWER11,SSRL,0,P
4762,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,2,544,RWER11,SSRL,0,P
4763,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,0,544,RWER11,SSRL,0,P
4764,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,1,544,RWER11,SSRL,0,P
4765,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,1,544,RWER11,SSRL,0,P
4766,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,3,544,RWER11,SSRL,0,P
4767,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,1,544,RWER11,SSRL,0,P
4768,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,,0,544,RWER11,SSRL,0,P
4769,Update note status,PHASE #2 DISCUSS,,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 04:39:30,455,544,RWER11,SSRL,0,P
4770,Post feedback,PHASE #2 DISCUSS,2025-08-11 04:39:30,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 08:23:30,223,544,RWER9,Co-RL,0,P
4771,Post feedback,PHASE #2 DISCUSS,2025-08-11 08:23:30,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 12:30:30,246,544,RWER9,Co-RL,0,P
4772,Post feedback,PHASE #2 DISCUSS,2025-08-11 12:30:30,dba8c88a-86ef-4d79-b720-afa70f45c49a,2025-08-11 12:55:30,25,544,RWER9,Co-RL,0,P
