,Action,Phase,DateCreated,UserId,ActionEnd,Duration,sessionId,ActionShort,REG_TYPE,LA,SELF0_PEER1
4531,Visit Provide feedback page,PHASE #2 DISCUSS,08:35.5,d74f62e6-fd7b-41c5-9e8b-effb614e6c69,08:37.8,2,533,RWER8,Co-RL,0,P
4532,Visit Assess peer work page,PHASE #1 ALIGN,08:40.4,d74f62e6-fd7b-41c5-9e8b-effb614e6c69,15:33.5,76013,533,RWER1,SSRL,0,P
4533,Visit Check the feedback page,PHASE #2 DISCUSS,16:05.5,d74f62e6-fd7b-41c5-9e8b-effb614e6c69,16:10.8,5,534,2.1 VISIT_FEEDBACK,SRL,0,S
4534,View own action comments in phase 2,PHASE #2 DISCUSS,16:10.8,d74f62e6-fd7b-41c5-9e8b-effb614e6c69,16:18.1,7,534,2.6 VIEW_DISCUSSION,Co-RL,0,S
4535,View own action comments in phase 2,PHASE #2 DISCUSS,16:18.1,d74f62e6-fd7b-41c5-9e8b-effb614e6c69,31:57.4,-1201461,534,2.6 VIEW_DISCUSSION,Co-RL,0,S
4536,Visit Assess peer work page,PHASE #1 ALIGN,22:54.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,54:19.7,5485,536,RWER1,SSRL,0,P
4537,Visit Assess own work page,PHASE #1 ALIGN,55:32.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,57:59.6,146,537,1.1 VISIT_SELF_ASSESS,SSRL,0,S
4538,Visit Assess peer work page,PHASE #1 ALIGN,58:18.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,58:44.2,26,537,RWER1,SSRL,0,P
4539,Visit Assess peer work page,PHASE #1 ALIGN,20:52.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,26:24.9,332,538,RWER1,SSRL,0,P
4540,Visit Assess peer work page,PHASE #1 ALIGN,28:22.1,dba8c88a-86ef-4d79-b720-afa70f45c49a,28:57.4,35,538,RWER1,SSRL,0,P
4541,Visit Assess peer work page,PHASE #1 ALIGN,28:57.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,04:58.8,2161,538,RWER1,SSRL,0,P
4542,Visit Assess peer work page,PHASE #1 ALIGN,05:26.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,18:38.3,791,539,RWER1,SSRL,0,P
4543,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,18:38.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,21:03.5,145,539,RWER7,SSRL,0,P
4544,Create quick note,PHASE #1 ALIGN,29:16.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,29:39.5,22,539,RWER6,SSRL,0,P
4545,Make peer assessment,PHASE #1 ALIGN,29:39.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,29:45.5,5,539,RWER2,SSRL,0,P
4546,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,29:45.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,29:54.1,8,539,RWER7,SSRL,0,P
4547,Visit Assess peer work page,PHASE #1 ALIGN,30:12.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,30:26.8,14,539,RWER1,SSRL,0,P
4548,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,30:26.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,35:42.8,315,539,RWER7,SSRL,0,P
4550,Compare scores for peers' work,PHASE #1 ALIGN,36:59.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,38:10.4,70,539,RWER3,SSRL,1,P
4551,Compare scores for peers' work,PHASE #1 ALIGN,38:10.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,55:15.7,1025,539,RWER3,SSRL,1,P
4552,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,55:15.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,57:04.3,108,540,RWER7,SSRL,0,P
4553,Visit Assess peer work page,PHASE #1 ALIGN,07:09.1,dba8c88a-86ef-4d79-b720-afa70f45c49a,08:00.3,51,540,RWER1,SSRL,0,P
4554,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,08:08.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,09:18.6,70,540,RWER7,SSRL,0,P
4555,Visit Assess peer work page,PHASE #1 ALIGN,09:18.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,10:43.2,84,540,RWER1,SSRL,0,P
4556,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,10:51.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,10:54.7,3,540,RWER7,SSRL,0,P
4558,Visit Assess peer work page,PHASE #1 ALIGN,12:56.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,13:19.9,23,540,RWER1,SSRL,0,P
4559,Create quick note,PHASE #1 ALIGN,17:02.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,18:20.2,78,540,RWER6,SSRL,0,P
4560,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,18:20.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,27:39.7,559,540,RWER7,SSRL,0,P
4561,Visit Assess peer work page,PHASE #1 ALIGN,30:01.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,30:24.4,22,540,RWER1,SSRL,0,P
4562,Create quick note,PHASE #1 ALIGN,38:10.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,38:54.5,44,540,RWER6,SSRL,0,P
4563,Visit Assess peer work page,PHASE #1 ALIGN,38:54.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,39:21.4,26,540,RWER1,SSRL,0,P
4564,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,39:21.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,40:21.1,59,540,RWER7,SSRL,0,P
4565,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,40:21.1,dba8c88a-86ef-4d79-b720-afa70f45c49a,41:30.6,69,540,RWER7,SSRL,0,P
4566,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,41:30.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,42:48.7,78,540,RWER7,SSRL,0,P
4567,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,43:02.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,43:09.3,6,540,RWER7,SSRL,0,P
4568,Create quick note,PHASE #1 ALIGN,47:32.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,47:39.5,7,540,RWER6,SSRL,0,P
4569,Visit Assess peer work page,PHASE #1 ALIGN,47:39.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,48:17.9,38,540,RWER1,SSRL,0,P
4570,Make peer assessment,PHASE #1 ALIGN,48:17.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,48:27.7,9,540,RWER2,SSRL,0,P
4571,Visit Assess peer work page,PHASE #1 ALIGN,48:27.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,48:46.9,19,540,RWER1,SSRL,0,P
4572,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,48:46.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,49:57.0,70,540,RWER7,SSRL,0,P
4573,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,49:57.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,52:37.4,160,540,RWER7,SSRL,0,P
4574,Visit Assess peer work page,PHASE #1 ALIGN,52:37.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,53:15.9,38,540,RWER1,SSRL,0,P
4575,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,53:15.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,55:18.4,122,540,RWER7,SSRL,0,P
4576,Create quick note,PHASE #1 ALIGN,58:41.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,02:07.3,205,540,RWER6,SSRL,0,P
4577,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,02:07.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,02:40.0,32,540,RWER7,SSRL,0,P
4578,Create quick note,PHASE #1 ALIGN,05:32.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,06:38.5,65,540,RWER6,SSRL,0,P
4579,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,06:38.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,08:11.2,92,540,RWER7,SSRL,0,P
4580,Visit Assess peer work page,PHASE #1 ALIGN,08:21.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,08:47.3,25,540,RWER1,SSRL,0,P
4581,Create quick note,PHASE #1 ALIGN,12:54.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,13:06.5,12,540,RWER6,SSRL,0,P
4582,Visit Assess peer work page,PHASE #1 ALIGN,13:06.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,14:03.9,57,540,RWER1,SSRL,0,P
4583,Make peer assessment,PHASE #1 ALIGN,14:03.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,40:59.1,1615,540,RWER2,SSRL,0,P
4584,Visit Assess peer work page,PHASE #1 ALIGN,41:39.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,01:16.5,1177,541,RWER1,SSRL,0,P
4585,Visit Assess peer work page,PHASE #1 ALIGN,01:38.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,02:46.3,67,542,RWER1,SSRL,0,P
4586,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,02:46.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,05:48.4,182,542,RWER7,SSRL,0,P
4587,Create quick note,PHASE #1 ALIGN,10:38.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,11:18.2,39,542,RWER6,SSRL,0,P
4588,Make peer assessment,PHASE #1 ALIGN,11:18.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,11:31.5,13,542,RWER2,SSRL,0,P
4589,Visit Assess peer work page,PHASE #1 ALIGN,11:31.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,11:48.7,17,542,RWER1,SSRL,0,P
4590,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,11:48.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,12:36.5,47,542,RWER7,SSRL,0,P
4591,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,12:36.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,15:39.1,182,542,RWER7,SSRL,0,P
4592,Create quick note,PHASE #1 ALIGN,16:23.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,16:29.9,6,542,RWER6,SSRL,0,P
4593,Make peer assessment,PHASE #1 ALIGN,16:29.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,16:56.8,26,542,RWER2,SSRL,0,P
4594,Compare scores for peers' work,PHASE #1 ALIGN,16:56.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,17:31.9,35,542,RWER3,SSRL,1,P
4595,Compare scores for peers' work,PHASE #1 ALIGN,17:31.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,18:07.4,35,542,RWER3,SSRL,1,P
4596,Compare scores for peers' work,PHASE #1 ALIGN,18:07.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,18:46.5,39,542,RWER3,SSRL,1,P
4597,Visit Assess peer work page,PHASE #1 ALIGN,18:46.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,19:23.7,37,542,RWER1,SSRL,0,P
4598,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,19:23.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,20:03.7,40,542,RWER7,SSRL,0,P
4599,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,20:03.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,22:34.7,150,542,RWER7,SSRL,0,P
4600,Create quick note,PHASE #1 ALIGN,25:27.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,25:38.7,10,542,RWER6,SSRL,0,P
4601,Make peer assessment,PHASE #1 ALIGN,25:38.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,25:52.4,13,542,RWER2,SSRL,0,P
4602,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,25:52.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,26:12.1,19,542,RWER7,SSRL,0,P
4603,Compare scores for peers' work,PHASE #1 ALIGN,26:12.1,dba8c88a-86ef-4d79-b720-afa70f45c49a,26:29.0,16,542,RWER3,SSRL,1,P
4604,Compare scores for peers' work,PHASE #1 ALIGN,26:29.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,26:47.0,17,542,RWER3,SSRL,1,P
4605,Compare scores for peers' work,PHASE #1 ALIGN,26:47.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,27:00.1,13,542,RWER3,SSRL,1,P
4606,Compare scores for peers' work,PHASE #1 ALIGN,27:00.1,dba8c88a-86ef-4d79-b720-afa70f45c49a,27:07.6,7,542,RWER3,SSRL,1,P
4607,Compare scores for peers' work,PHASE #1 ALIGN,27:07.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,27:49.6,42,542,RWER3,SSRL,1,P
4608,Visit Assess peer work page,PHASE #1 ALIGN,27:59.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,28:26.7,27,542,RWER1,SSRL,0,P
4609,Visit Assess peer work page,PHASE #1 ALIGN,28:45.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,29:01.4,15,542,RWER1,SSRL,0,P
4610,Visit Assess peer work page,PHASE #1 ALIGN,29:10.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,29:30.0,19,542,RWER1,SSRL,0,P
4611,Visit Provide feedback page,PHASE #2 DISCUSS,29:36.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,29:52.3,15,542,RWER8,Co-RL,0,P
4612,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,29:52.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,31:13.2,80,542,RWER10,SSRL,1,P
4613,Visit Provide feedback page,PHASE #2 DISCUSS,31:13.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,32:27.7,74,542,RWER8,Co-RL,0,P
4614,Visit Provide feedback page,PHASE #2 DISCUSS,32:27.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,33:27.3,59,542,RWER8,Co-RL,0,P
4615,Visit Provide feedback page,PHASE #2 DISCUSS,33:27.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,14:23.1,56455,542,RWER8,Co-RL,0,P
4616,Visit Provide feedback page,PHASE #2 DISCUSS,14:48.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,19:53.4,304,543,RWER8,Co-RL,0,P
4617,Visit Assess peer work page,PHASE #1 ALIGN,19:57.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,20:15.7,18,543,RWER1,SSRL,0,P
4618,Compare scores for peers' work,PHASE #1 ALIGN,20:15.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,21:04.2,48,543,RWER3,SSRL,1,P
4619,View assessment discussion on peers' work,PHASE #1 ALIGN,21:04.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,24:23.2,198,543,RWER4,SSRL,0,P
4620,Visit Assess peer work page,PHASE #1 ALIGN,24:23.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,24:54.0,30,543,RWER1,SSRL,0,P
4621,Compare scores for peers' work,PHASE #1 ALIGN,24:54.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,25:49.0,54,543,RWER3,SSRL,1,P
4622,Compare scores for peers' work,PHASE #1 ALIGN,25:49.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,25:49.0,0,543,RWER3,SSRL,1,P
4623,View assessment discussion on peers' work,PHASE #1 ALIGN,25:49.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,26:14.5,25,543,RWER4,SSRL,0,P
4624,Compare scores for peers' work,PHASE #1 ALIGN,26:14.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,28:18.9,124,543,RWER3,SSRL,1,P
4625,Visit Assess peer work page,PHASE #1 ALIGN,28:18.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,28:31.8,12,543,RWER1,SSRL,0,P
4626,Compare scores for peers' work,PHASE #1 ALIGN,28:31.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,28:36.4,4,543,RWER3,SSRL,1,P
4627,View assessment discussion on peers' work,PHASE #1 ALIGN,28:36.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,30:23.4,106,543,RWER4,SSRL,0,P
4628,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,30:23.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,33:42.8,199,543,RWER5,SSRL,0,P
4629,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,33:42.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,34:54.4,71,543,RWER7,SSRL,0,P
4630,Visit Assess peer work page,PHASE #1 ALIGN,34:54.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,35:42.2,47,543,RWER1,SSRL,0,P
4631,Visit Assess peer work page,PHASE #1 ALIGN,35:42.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,36:01.3,19,543,RWER1,SSRL,0,P
4632,Compare scores for peers' work,PHASE #1 ALIGN,36:01.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,36:23.7,22,543,RWER3,SSRL,1,P
4633,View assessment discussion on peers' work,PHASE #1 ALIGN,36:23.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,42:25.1,361,543,RWER4,SSRL,0,P
4634,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,42:25.1,dba8c88a-86ef-4d79-b720-afa70f45c49a,42:43.8,18,543,RWER5,SSRL,0,P
4635,Visit Assess peer work page,PHASE #1 ALIGN,42:43.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,43:06.6,22,543,RWER1,SSRL,0,P
4636,Compare scores for peers' work,PHASE #1 ALIGN,43:06.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,43:13.1,6,543,RWER3,SSRL,1,P
4637,View assessment discussion on peers' work,PHASE #1 ALIGN,43:13.1,dba8c88a-86ef-4d79-b720-afa70f45c49a,45:54.6,161,543,RWER4,SSRL,0,P
4638,Visit Assess peer work page,PHASE #1 ALIGN,45:54.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,46:16.5,21,543,RWER1,SSRL,0,P
4639,Compare scores for peers' work,PHASE #1 ALIGN,46:16.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,46:23.2,6,543,RWER3,SSRL,1,P
4640,View assessment discussion on peers' work,PHASE #1 ALIGN,46:23.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,47:12.8,49,543,RWER4,SSRL,0,P
4641,Visit Assess peer work page,PHASE #1 ALIGN,47:12.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,47:51.0,38,543,RWER1,SSRL,0,P
4642,View assessment discussion on peers' work,PHASE #1 ALIGN,47:51.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,47:51.0,0,543,RWER4,SSRL,0,P
4643,Compare scores for peers' work,PHASE #1 ALIGN,47:51.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,47:53.8,2,543,RWER3,SSRL,1,P
4644,Visit Assess peer work page,PHASE #1 ALIGN,47:53.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,48:29.6,35,543,RWER1,SSRL,0,P
4645,Compare scores for peers' work,PHASE #1 ALIGN,48:29.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,48:41.2,11,543,RWER3,SSRL,1,P
4646,View assessment discussion on peers' work,PHASE #1 ALIGN,48:41.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,50:26.6,105,543,RWER4,SSRL,0,P
4647,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,50:26.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,50:53.8,27,543,RWER5,SSRL,0,P
4648,Visit Assess peer work page,PHASE #1 ALIGN,50:53.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,51:53.2,59,543,RWER1,SSRL,0,P
4649,Visit Assess peer work page,PHASE #1 ALIGN,51:53.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,52:53.9,60,543,RWER1,SSRL,0,P
4650,Make peer assessment,PHASE #1 ALIGN,52:53.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,53:04.3,10,543,RWER2,SSRL,0,P
4651,Visit Assess peer work page,PHASE #1 ALIGN,53:04.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,53:14.7,10,543,RWER1,SSRL,0,P
4652,Compare scores for peers' work,PHASE #1 ALIGN,53:14.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,58:09.2,294,543,RWER3,SSRL,1,P
4653,View assessment discussion on peers' work,PHASE #1 ALIGN,58:09.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,03:57.2,347,543,RWER4,SSRL,0,P
4654,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,03:57.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,04:09.9,12,543,RWER5,SSRL,0,P
4655,Visit Assess peer work page,PHASE #1 ALIGN,04:09.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,04:43.8,33,543,RWER1,SSRL,0,P
4656,Compare scores for peers' work,PHASE #1 ALIGN,04:43.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,05:01.0,17,543,RWER3,SSRL,1,P
4657,View assessment discussion on peers' work,PHASE #1 ALIGN,05:01.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,05:16.0,15,543,RWER4,SSRL,0,P
4658,Visit Assess peer work page,PHASE #1 ALIGN,05:16.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,06:04.2,48,543,RWER1,SSRL,0,P
4659,Compare scores for peers' work,PHASE #1 ALIGN,06:04.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,06:38.9,34,543,RWER3,SSRL,1,P
4660,Visit Assess peer work page,PHASE #1 ALIGN,06:38.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,07:02.6,23,543,RWER1,SSRL,0,P
4661,Compare scores for peers' work,PHASE #1 ALIGN,07:02.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,07:11.6,9,543,RWER3,SSRL,1,P
4662,View assessment discussion on peers' work,PHASE #1 ALIGN,07:11.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,07:21.7,10,543,RWER4,SSRL,0,P
4663,View assessment discussion on peers' work,PHASE #1 ALIGN,07:21.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,08:13.8,52,543,RWER4,SSRL,0,P
4664,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,08:13.8,dba8c88a-86ef-4d79-b720-afa70f45c49a,08:27.3,13,543,RWER5,SSRL,0,P
4665,Make peer assessment,PHASE #1 ALIGN,08:27.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,08:39.0,11,543,RWER2,SSRL,0,P
4666,Visit Assess peer work page,PHASE #1 ALIGN,08:39.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,09:21.6,42,543,RWER1,SSRL,0,P
4667,Compare scores for peers' work,PHASE #1 ALIGN,09:21.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,10:06.5,44,543,RWER3,SSRL,1,P
4668,Compare scores for peers' work,PHASE #1 ALIGN,10:06.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,12:31.6,145,543,RWER3,SSRL,1,P
4669,Visit Assess peer work page,PHASE #1 ALIGN,12:31.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,12:54.3,22,543,RWER1,SSRL,0,P
4670,Compare scores for peers' work,PHASE #1 ALIGN,12:54.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,13:03.9,9,543,RWER3,SSRL,1,P
4671,Compare scores for peers' work,PHASE #1 ALIGN,13:03.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,13:11.3,7,543,RWER3,SSRL,1,P
4672,View assessment discussion on peers' work,PHASE #1 ALIGN,13:11.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,13:27.0,15,543,RWER4,SSRL,0,P
4673,Visit Assess peer work page,PHASE #1 ALIGN,13:27.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,13:40.4,13,543,RWER1,SSRL,0,P
4674,Compare scores for peers' work,PHASE #1 ALIGN,13:40.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,14:04.2,23,543,RWER3,SSRL,1,P
4675,Visit Assess peer work page,PHASE #1 ALIGN,14:04.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,14:22.2,17,543,RWER1,SSRL,0,P
4676,Compare scores for peers' work,PHASE #1 ALIGN,14:22.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,14:26.7,4,543,RWER3,SSRL,1,P
4677,View assessment discussion on peers' work,PHASE #1 ALIGN,14:26.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,14:38.5,11,543,RWER4,SSRL,0,P
4678,View assessment discussion on peers' work,PHASE #1 ALIGN,14:38.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,15:48.7,70,543,RWER4,SSRL,0,P
4679,View assessment discussion on peers' work,PHASE #1 ALIGN,15:48.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,17:57.7,129,543,RWER4,SSRL,0,P
4680,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,17:57.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,18:18.7,21,543,RWER5,SSRL,0,P
4681,Visit Assess peer work page,PHASE #1 ALIGN,18:18.7,dba8c88a-86ef-4d79-b720-afa70f45c49a,18:50.0,31,543,RWER1,SSRL,0,P
4682,Compare scores for peers' work,PHASE #1 ALIGN,18:50.0,dba8c88a-86ef-4d79-b720-afa70f45c49a,19:52.2,62,543,RWER3,SSRL,1,P
4683,Visit Assess peer work page,PHASE #1 ALIGN,19:52.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,21:48.4,116,543,RWER1,SSRL,0,P
4684,Compare scores for peers' work,PHASE #1 ALIGN,21:48.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,22:34.6,46,543,RWER3,SSRL,1,P
4685,Visit Assess peer work page,PHASE #1 ALIGN,22:34.6,dba8c88a-86ef-4d79-b720-afa70f45c49a,23:18.4,43,543,RWER1,SSRL,0,P
4686,Compare scores for peers' work,PHASE #1 ALIGN,23:18.4,dba8c88a-86ef-4d79-b720-afa70f45c49a,23:23.2,4,543,RWER3,SSRL,1,P
4687,View assessment discussion on peers' work,PHASE #1 ALIGN,23:23.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,24:21.9,58,543,RWER4,SSRL,0,P
4688,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,24:21.9,dba8c88a-86ef-4d79-b720-afa70f45c49a,24:33.5,11,543,RWER5,SSRL,0,P
4689,Visit Assess peer work page,PHASE #1 ALIGN,24:33.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,24:45.2,11,543,RWER1,SSRL,0,P
4690,Compare scores for peers' work,PHASE #1 ALIGN,24:45.2,dba8c88a-86ef-4d79-b720-afa70f45c49a,26:14.5,89,543,RWER3,SSRL,1,P
4691,View assessment discussion on peers' work,PHASE #1 ALIGN,26:14.5,dba8c88a-86ef-4d79-b720-afa70f45c49a,26:38.3,23,543,RWER4,SSRL,0,P
4692,Visit Assess peer work page,PHASE #1 ALIGN,26:38.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,26:53.3,15,543,RWER1,SSRL,0,P
4693,Compare scores for peers' work,PHASE #1 ALIGN,26:53.3,dba8c88a-86ef-4d79-b720-afa70f45c49a,26:59.6,6,543,RWER3,SSRL,1,P
